0nohup.out,1nohup.out,2nohup.out,3nohup.out,4nohup.out,5nohup.out,6nohup.out,7nohup.out,8nohup.out,9nohup.out
0.447231339285,0.447259639164,0.447253850552,0.447253850552,0.447259639164,0.447262855059,0.447271216387,0.447242273329,0.447252564194,0.447257709627
0.446795907066,0.44669106888,0.446808770647,0.446808770647,0.446592019306,0.446768893546,0.446873731731,0.44680684111,0.446883379417,0.446794620708
0.478484052697,0.478385003123,0.478464757325,0.478464757325,0.478376641795,0.478491770846,0.478390148555,0.478466043683,0.478469902758,0.478408800748
0.54993674334,0.549884002658,0.549945104668,0.549945104668,0.549896866239,0.549836407408,0.549884645837,0.549920663864,0.549981122695,0.549895579881
0.57552047657,0.575609878458,0.575559067313,0.575559067313,0.575610521638,0.575639464695,0.575517903854,0.575419497458,0.575562283208,0.57558157858
0.599305881165,0.599256356378,0.599228699678,0.599228699678,0.599247351871,0.599225483783,0.599256356378,0.599220338351,0.59919396801,0.59911871606
0.630842879718,0.630872465955,0.630871179597,0.630871179597,0.630862818269,0.630870536418,0.630890474968,0.630887259073,0.630883399999,0.630832588854
0.626996668976,0.627017893884,0.626965153202,0.626965153202,0.627033330182,0.626992166722,0.62694585783,0.627015321168,0.626999884871,0.626970298634
0.641416743366,0.641394232099,0.641418029724,0.641418029724,0.641463695437,0.641414813829,0.641434752379,0.641428963768,0.641450188677,0.641437325095
0.650050778986,0.650063642567,0.650035342689,0.650035342689,0.650081651581,0.650046919912,0.650077792507,0.650058497135,0.65004177448,0.650036629047
0.651196280881,0.651198210419,0.651185346838,0.651185346838,0.651236157983,0.651202712672,0.651199496777,0.651194351344,0.651196280881,0.651196280881
0.652749558297,0.65274055379,0.652734765179,0.652734765179,0.652786862682,0.652759205983,0.652726403851,0.652721901597,0.65272704703,0.652725117493
0.65626903408,0.656283827198,0.656245879634,0.656245879634,0.656264531827,0.656272893154,0.656288329452,0.65627610905,0.656261959111,0.656269677259
0.656929578969,0.656941156192,0.656929578969,0.656929578969,0.656940513012,0.656923147178,0.656941799371,0.656917358567,0.656924433536,0.656948231161
0.657410676901,0.657428685914,0.657413249617,0.657413249617,0.657456985793,0.657422254124,0.657435117705,0.65739073835,0.657421610945,0.657406817827
0.658011406137,0.658024912897,0.658021053823,0.658021053823,0.658023626539,0.658028771972,0.658024269718,0.65797538811,0.658015908391,0.658017194749
0.659172987509,0.659169771614,0.659163983002,0.659163983002,0.659185207911,0.659179419299,0.659166555718,0.659117030931,0.659162053465,0.659171057972
0.660138399269,0.660141615164,0.660136469732,0.660136469732,0.660146760597,0.660128108404,0.660149333313,0.66009659263,0.660127465225,0.660123606151
0.661034347691,0.661053643063,0.661030488617,0.661030488617,0.661065220286,0.661053643063,0.661025986363,0.660999616022,0.661038206765,0.661031774975
0.662188854093,0.662188210914,0.662162483752,0.662162483752,0.662196572242,0.662184995019,0.662198501779,0.662160554215,0.662179849586,0.662181779123
0.664954524025,0.664975748934,0.664969317143,0.664969317143,0.664972533039,0.664956453562,0.664953880846,0.664913360566,0.664966101248,0.664974462576
0.667080873977,0.667083446694,0.66707894444,0.66707894444,0.667101455707,0.66708601941,0.667084089873,0.667025560579,0.667074442187,0.667075728545
0.669065081359,0.669085663089,0.669063151822,0.669063151822,0.669082447193,0.669076658582,0.669082447193,0.669047072345,0.669082447193,0.66907086997
0.672040427663,0.67206229575,0.672030779977,0.672030779977,0.672078375227,0.672057150318,0.672044929916,0.672037854946,0.672053291244,0.672032066335
0.673867699355,0.673883135652,0.67385033352,0.67385033352,0.673900501487,0.67387799022,0.673874131145,0.673831681328,0.673876703862,0.673842615372
0.679431841351,0.679476220706,0.679451136723,0.679451136723,0.679464643483,0.67945949805,0.679450493543,0.679413832337,0.679454995797,0.679438273141
0.682100391246,0.682135766094,0.682107466215,0.682107466215,0.682142197884,0.68213126384,0.682129977482,0.682115827543,0.682115184364,0.682117113901
0.685464860877,0.685488658502,0.685461001803,0.685461001803,0.685496376651,0.685477724458,0.685471292668,0.685464860877,0.6854764381,0.685473222205
0.688130194877,0.688153992502,0.688123763086,0.688123763086,0.688154635681,0.688138556205,0.688135983488,0.688116044938,0.688137269846,0.688111542684
0.688936098231,0.688957966319,0.688947675454,0.688947675454,0.688956036782,0.688956036782,0.688948961813,0.688961825394,0.688956036782,0.68895732314
0.690875283079,0.690870780826,0.690866921751,0.690866921751,0.690899080704,0.690896507988,0.690870780826,0.69090165342,0.690873996721,0.690872710363
0.691162784116,0.691182722667,0.691167929549,0.691167929549,0.691188511278,0.691176934055,0.691174361339,0.691199445322,0.691170502265,0.691169215907
0.69084055141,0.690833476441,0.690839265052,0.690839265052,0.690857917245,0.69083411962,0.690841837768,0.690862419498,0.690839908231,0.690843124126
0.69231600416,0.69231600416,0.692317933697,0.692317933697,0.692332083636,0.692326938204,0.69230892919,0.692339158606,0.692314717802,0.692310858728
0.691353165116,0.6913505924,0.691349306042,0.691349306042,0.691387896785,0.69135766737,0.691361526444,0.691410408052,0.69136409916,0.691367315055
0.691061805005,0.691056659572,0.69104443917,0.69104443917,0.691079170839,0.691069523153,0.691050227782,0.691111329792,0.691067593616,0.691059232289
0.689359953228,0.689350305542,0.689350305542,0.689350305542,0.689349662363,0.689360596407,0.689356737333,0.689404975762,0.689352878258,0.689370887272
0.68903193191,0.689004275211,0.689019068329,0.689019068329,0.689017781971,0.68903900688,0.689019711508,0.689066663579,0.689023570583,0.689042222775
0.685471292668,0.685405045225,0.685415979269,0.685415979269,0.685448781401,0.685461644982,0.685444922326,0.685535610573,0.685461644982,0.685484156249
0.687870350539,0.687841407482,0.687827900721,0.687827900721,0.687847839272,0.687871636897,0.687833689333,0.687944959309,0.687863918748,0.687877425509
0.687266405407,0.687214307904,0.687227171485,0.687227171485,0.684115471222,0.687268334944,0.687247110036,0.687365454982,0.687258687259,0.6872850576
0.684148273354,0.684080096374,0.684099391746,0.684099391746,0.682658027486,0.684144414279,0.684123189371,0.684267261479,0.684130907519,0.684136696131
0.682711411347,0.682640018472,0.682635516219,0.682635516219,0.677681107966,0.682703693198,0.682684397827,0.682836188084,0.682692115975,0.6827159136
0.677765364422,0.677621935493,0.677629653642,0.677629653642,0.673820747284,0.677775655287,0.677716482814,0.678043860952,0.677751857662,0.677779514361
,0.673683106966,0.673713336382,0.673713336382,0.665799018123,0.673978969331,,0.674502517081,0.673912721889,0.673968678466
,0.665546891934,0.665655589194,0.665655589194,0.559981913805,0.666207436822,,0.667475142738,,0.666231234447
,0.558698128413,0.559370893704,0.559370893704,0.466904257009,0.56213399092,,0.56993189377,,0.562357174051
,0.466499054205,0.466969218094,0.466969218094,0.48352657648,0.467754539719,,0.471979582924,,0.468008595445
,0.503735905535,0.572505896344,0.572505896344,,0.46355200778,,0.568132921956,,0.610383997191
,0.375965170568,0.395398182505,0.395398182505,,,,0.582857220039,,0.421698417201
,,0.483825011561,0.483825011561,,,,,,0.423081252167
,,0.579894737316,0.579894737316,,,,,,0.416832767657
,,0.400717273281,,,,,,,0.594728375838
,,0.587490681943,,,,,,,
,,0.447475747326,,,,,,,
,,0.406522607422,,,,,,,
